起点,终点,水平距离（m）,起点作业海拔（m）,终点作业海拔（m）,航段DEM最高海拔（m）,计划巡航海拔（m）,起点爬升（m）,终点下降（m）,经过DEM像元段数
S013,S001,2898.825515004219,351.70806884765625,183.96136474609375,328.3608093261719,378.3608093261719,26.652740478515625,194.39944458007812,111
S013,S002,4540.132089624106,351.70806884765625,218.7942352294922,327.2103271484375,377.2103271484375,25.50225830078125,158.4160919189453,188
S013,S003,10557.565748131803,351.70806884765625,338.51068115234375,505.94439697265625,555.9443969726562,204.236328125,217.4337158203125,403
S013,S004,6196.224250983738,351.70806884765625,225.11575317382812,322.2989807128906,372.2989807128906,20.590911865234375,147.1832275390625,289
S013,S005,5214.4908193431165,351.70806884765625,199.03955078125,324.4444580078125,374.4444580078125,22.73638916015625,175.4049072265625,246
S013,S006,7782.690955229032,351.70806884765625,305.1272277832031,344.1709289550781,394.1709289550781,42.462860107421875,89.043701171875,343
S013,S007,8054.988131541601,351.70806884765625,344.2220458984375,382.5381164550781,432.5381164550781,80.83004760742188,88.31607055664062,290
S013,S008,8054.016253968996,351.70806884765625,278.2891845703125,336.37310791015625,386.37310791015625,34.6650390625,108.08392333984375,386
S013,S009,3211.1410478129274,351.70806884765625,219.4370880126953,322.2989807128906,372.2989807128906,20.590911865234375,152.8618927001953,150
S013,S010,1378.6725660024993,351.70806884765625,351.5816650390625,454.07037353515625,504.07037353515625,152.3623046875,152.48870849609375,60
S013,S011,5233.202289815915,351.70806884765625,208.04286193847656,328.3608093261719,378.3608093261719,26.652740478515625,170.3179473876953,188
S013,S012,2855.2188130850145,351.70806884765625,283.31507873535156,386.5263671875,436.5263671875,84.81829833984375,153.21128845214844,127
S013,S014,3127.4004320137356,351.70806884765625,350.9825134277344,483.26031494140625,533.2603149414062,181.55224609375,182.27780151367188,138
